Ingestion Order,Shelf Mark,Volume,PID,Create Date,File Name (.PDF),Path,File Size (MB),LSID
257,Playbills 414,Playbills 414,487221,29 de sep de 10,015414447_3323_Playbills 414,/2010/09/29/file_4/487221,"23,42",41bb603b
258,Playbills 415,Playbills 415,487247,29 de sep de 10,015399418_3348_Playbills 415,/2010/09/29/file_4/487247,"64,11",41bb6b15
246,Playbills 416,Playbills 416,485371,29 de sep de 10,015399954_1485_Playbills 416,/2010/09/29/file_2/485371,"101,28",41bb5ec8
251,Playbills 417,Playbills 417,486256,29 de sep de 10,015426198_2364_Playbills 417,/2010/09/29/file_3/486256,"135,14",41bb6bc8
32,Playbills 42,Playbills 42,385778,14 de sep de 10,015289816_383_Playbills 42,/2010/09/14/file_1/385778,"278,73",3f9dbfb2
250,Playbills 420,Playbills 420,485993,29 de sep de 10,015399962_2102_Playbills 420,/2010/09/29/file_3/485993,"52,6",41bb57e7
243,Playbills 424,Playbills 424,484150,29 de sep de 10,015400290_267_Playbills 424,/2010/09/29/file_1/484150,"92,28",41bb6680
317,Playbills 425,Playbills 425,514665,20 de oct de 10,015401849_771_Playbills 425,/2010/10/20/file_1/514665,"150,14",4332c54a
259,Playbills 426,Playbills 426,487469,29 de sep de 10,015403517_3569_Playbills 426,/2010/09/29/file_4/487469,"7,73",41bb6111
255,Playbills 427,Playbills 427,486929,29 de sep de 10,015441012_3033_Playbills 427,/2010/09/29/file_4/486929,"55,05",41bb6091
252,Playbills 429,Playbills 429,486329,29 de sep de 10,015402071_2436_Playbills 429,/2010/09/29/file_3/486329,"6,42",41bb6d38
30,Playbills 43,Playbills 43,385620,14 de sep de 10,015289819_227_Playbills 43,/2010/09/14/file_1/385620,"244,22",3f9dbb4c
31,Playbills 44,Playbills 44,385701,14 de sep de 10,015289821_307_Playbills 44,/2010/09/14/file_1/385701,"174,97",3f9dc05b
43,Playbills 46,Playbills 46,388927,14 de sep de 10,015377018_3020_Playbills 46,/2010/09/14/file_4/388927,"241,09",3f9dcf34
37,Playbills 47,Playbills 47,387286,14 de sep de 10,015377024_1385_Playbills 47,/2010/09/14/file_2/387286,"43,3",3f9dc186
84,Playbills 48 ,Playbills 48 (1),429791,20 de sep de 10,015108457_4107_Playbills 48 (1),/2010/09/20/file_11/429791,"33,33",3fa2dbfd
82,Playbills 48 ,Playbills 48 (2),429295,20 de sep de 10,015108457_3613_Playbills 48 (2),/2010/09/20/file_10/429295,"131,12",3fa2d825
36,Playbills 49,Playbills 49,386851,14 de sep de 10,015108464_951_Playbills 49,/2010/09/14/file_2/386851,"325,94",3f9dd1e3
7,Playbills 5,Playbills 5,377422,7 de sep de 10,015376997_1159_Playbills 5,/2010/09/07/file_2/377422,"228,06",3f9c454c
46,Playbills 50,Playbills 50,390380,14 de sep de 10,015108471_4470_Playbills 50,/2010/09/14/file_5/390380,"274,54",3f9de0d0
45,Playbills 51,Playbills 51,389647,14 de sep de 10,015108474_3738_Playbills 51,/2010/09/14/file_5/389647,"243,34",3f9ddd01
71,Playbills 52 ,Playbills 52 (1),425734,20 de sep de 10,015108485_63_Playbills 52 (1),/2010/09/20/file_7/425734,"175,77",3fa2d6e4
79,Playbills 52 ,Playbills 52 (2),428484,20 de sep de 10,015108485_2805_Playbills 52 (2),/2010/09/20/file_9/428484,"202,83",3fa2d31b
42,Playbills 53,Playbills 53,388283,14 de sep de 10,015108489_2377_Playbills 53,/2010/09/14/file_3/388283,"254,33",3f9dcba3
47,Playbills 54,Playbills 54,390576,14 de sep de 10,015289824_4665_Playbills 54,/2010/09/14/file_6/390576,"91,2",3f9dd9e6
39,Playbills 55,Playbills 55,387687,14 de sep de 10,015110455_1784_Playbills 55,/2010/09/14/file_3/387687,"139,61",3f9dce90
35,Playbills 56,Playbills 56,386562,14 de sep de 10,015110461_663_Playbills 56,/2010/09/14/file_2/386562,"35,06",3f9dd4e6
49,Playbills 57,Playbills 57,391543,14 de sep de 10,015289826_5630_Playbills 57,/2010/09/14/file_7/391543,"116,09",3f9ddee3
34,Playbills 58,Playbills 58,386371,14 de sep de 10,015110466_473_Playbills 58,/2010/09/14/file_1/386371,"38,53",3f9dc9bb
38,Playbills 59,Playbills 59,387491,14 de sep de 10,015110473_1589_Playbills 59,/2010/09/14/file_3/387491,"144,62",3f9dd0f5
5,Playbills 6,Playbills 6,376362,7 de sep de 10,015377004_101_Playbills 6,/2010/09/07/file_1/376362,"146,31",3f9c41ce
80,Playbills 60 ,Playbills 60 (1),428746,20 de sep de 10,015110602_3066_Playbills 60 (1),/2010/09/20/file_10/428746,"232,16",3fa2daab
76,Playbills 60 ,Playbills 60 (2),427414,20 de sep de 10,015110602_1738_Playbills 60 (2),/2010/09/20/file_8/427414,"241,36",3fa2d459
48,Playbills 61,Playbills 61,391097,14 de sep de 10,015289831_5185_Playbills 61,/2010/09/14/file_6/391097,"32,62",3f9dd8eb
96,Playbills 62 ,Playbills 62 (1),434126,21 de sep de 10,015110606_4094_Playbills 62 (1),/2010/09/21/file_5/434126,"215,83",40009634
95,Playbills 62 ,Playbills 62 (2),433725,21 de sep de 10,015110606_3694_Playbills 62 (2),/2010/09/21/file_4/433725,"235,42",400093aa
40,Playbills 63,Playbills 63,387790,14 de sep de 10,015110618_1886_Playbills 63,/2010/09/14/file_3/387790,"32,11",3f9dcaac
44,Playbills 64,Playbills 64,389493,14 de sep de 10,015289834_3585_Playbills 64,/2010/09/14/file_5/389493,"296,76",3f9dd5c5
41,Playbills 65,Playbills 65,388081,14 de sep de 10,015110738_2176_Playbills 65,/2010/09/14/file_3/388081,"151,38",3f9dd402
33,Playbills 66,Playbills 66,386038,14 de sep de 10,015110742_141_Playbills 66,/2010/09/14/file_1/386038,"39,99",3f9ddbdf
50,Playbills 67,Playbills 67,410017,16 de sep de 10,015289838_65_Playbills 67,/2010/09/16/file_7/410017,"193,54",3fa27e11
52,Playbills 68,Playbills 68,410793,16 de sep de 10,015110747_839_Playbills 68,/2010/09/16/file_7/410793,"416,96",3fa27f5e
86,Playbills 69 ,Playbills 69 (1),430619,21 de sep de 10,015110610_597_Playbills 69 (1),/2010/09/21/file_1/430619,"288,76",40006f17
92,Playbills 69 ,Playbills 69 (2),432635,21 de sep de 10,015110610_2607_Playbills 69 (2),/2010/09/21/file_3/432635,"343,32",40007509
8,Playbills 7,Playbills 7,377643,7 de sep de 10,014933465_1379_Playbills 7,/2010/09/07/file_2/377643,"253,03",3f9c4385
91,Playbills 70 ,Playbills 70 (1),432314,21 de sep de 10,015289844_2287_Playbills 70 (1),/2010/09/21/file_3/432314,"289,5",4000766d
85,Playbills 70 ,Playbills 70 (2),430287,21 de sep de 10,015289844_266_Playbills 70 (2),/2010/09/21/file_1/430287,"253,66",40009798
87,Playbills 71 ,Playbills 71 (1),430861,21 de sep de 10,015289853_838_Playbills 71 (1),/2010/09/21/file_1/430861,"286,8",400077bb
93,Playbills 71 ,Playbills 71 (2),432864,21 de sep de 10,015289853_2835_Playbills 71 (2),/2010/09/21/file_3/432864,"247,69",40007902
51,Playbills 73,Playbills 73,410359,16 de sep de 10,015289862_406_Playbills 73,/2010/09/16/file_7/410359,"282,89",3fa04f18
94,Playbills 77 ,Playbills 77 (1),433440,21 de sep de 10,015377032_3410_Playbills 77 (1),/2010/09/21/file_4/433440,"114,68",40009510
88,Playbills 77 ,Playbills 77 (2),431126,21 de sep de 10,015377032_1102_Playbills 77 (2),/2010/09/21/file_2/431126,"96,98",400071fc
55,Playbills 78,Playbills 78,412041,16 de sep de 10,015377046_1003_Playbills 78,/2010/09/16/file_9/412041,"188,77",3fa285c7
53,Playbills 79,Playbills 79,411165,16 de sep de 10,015377053_129_Playbills 79,/2010/09/16/file_8/411165,"160,28",3fa28130
6,Playbills 8,Playbills 8,376815,7 de sep de 10,014933499_553_Playbills 8,/2010/09/07/file_1/376815,"242,32",3f9bfa18
56,Playbills 80,Playbills 80,412267,16 de sep de 10,015377647_1228_Playbills 80,/2010/09/16/file_9/412267,"37,14",3fa282c5
54,Playbills 81,Playbills 81,411740,16 de sep de 10,015377665_703_Playbills 81,/2010/09/16/file_8/411740,"37,06",3fa28447
57,Playbills 82,Playbills 82,417986,17 de sep de 10,015377671_85_Playbills 82,/2010/09/17/file_1/417986,"38,94",3fa293c9
64,Playbills 83,Playbills 83,422776,20 de sep de 10,015377682_3243_Playbills 83,/2010/09/20/file_4/422776,"43,98",3fa2b78e
65,Playbills 84,Playbills 84,423192,20 de sep de 10,015378277_3658_Playbills 84,/2010/09/20/file_4/423192,"42,11",3fa2b069
61,Playbills 85,Playbills 85,420909,20 de sep de 10,015378283_1380_Playbills 85,/2010/09/20/file_2/420909,"47,25",3fa2ab1b
58,Playbills 86,Playbills 86,419556,20 de sep de 10,015378288_30_Playbills 86,/2010/09/20/file_1/419556,"48,17",3fa2b601
62,Playbills 87,Playbills 87,421536,20 de sep de 10,015378292_2006_Playbills 87,/2010/09/20/file_3/421536,"43,04",3fa2a8c1
70,Playbills 88,Playbills 88,425302,20 de sep de 10,015110757_5689_Playbills 88,/2010/09/20/file_6/425302,"51,87",3fa2acbd
318,Playbills 89,Playbills 89,515004,20 de oct de 10,015110765_1109_Playbills 89,/2010/10/20/file_2/515004,"209,84",4332c649
9,Playbills 9,Playbills 9,378301,7 de sep de 10,014933512_301_Playbills 9,/2010/09/07/file_3/378301,"242,33",3f9c9c69
66,Playbills 90,Playbills 90,423589,20 de sep de 10,015110771_4054_Playbills 90,/2010/09/20/file_5/423589,"212,8",3fa2b940
59,Playbills 91,Playbills 91,420193,20 de sep de 10,015110787_666_Playbills 91,/2010/09/20/file_1/420193,"229,66",3fa2a6f6
89,Playbills 92 ,Playbills 92 (1),431449,21 de sep de 10,015290250_1424_Playbills 92 (1),/2010/09/21/file_2/431449,"215,61",40007096
97,Playbills 92 ,Playbills 92 (2),434473,21 de sep de 10,015290250_4440_Playbills 92 (2),/2010/09/21/file_5/434473,"183,33",400091c3
68,Playbills 93,Playbills 93,424568,20 de sep de 10,015290256_5027_Playbills 93,/2010/09/20/file_6/424568,"218,97",3fa2ae71
63,Playbills 94,Playbills 94,422586,20 de sep de 10,015176393_3054_Playbills 94,/2010/09/20/file_4/422586,"80,89",3fa2b3ff
60,Playbills 95,Playbills 95,420659,20 de sep de 10,015176555_1131_Playbills 95,/2010/09/20/file_2/420659,"296,46",3fa2a51c
67,Playbills 96,Playbills 96,424078,20 de sep de 10,015176561_4542_Playbills 96,/2010/09/20/file_5/424078,"139,89",3fa2aa66
69,Playbills 97,Playbills 97,425103,20 de sep de 10,015176563_5491_Playbills 97,/2010/09/20/file_6/425103,"75,64",3fa2b208
90,Playbills 98,Playbills 98,431727,21 de sep de 10,015290258_1701_Playbills 98,/2010/09/21/file_2/431727,"246,96",40007317
104,Playbills 99,Playbills 99,437405,21 de sep de 10,015176648_2752_Playbills 99,/2010/09/21/file_8/437405,"387,58",400cebe2
